all_sig_categories	Freq
ACTIN POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0008154	2
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919	2
ACTIVATION OF E2F1 TARGET GENES AT G1 S%REACTOME%R-HSA-539107.4	2
ACUTE INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002438	2
ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0071616	2
ADENYLATE CYCLASE-ACTIVATING DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007191	2
ADHERENS JUNCTIONS INTERACTIONS%REACTOME DATABASE ID RELEASE 63%418990	2
ADIPOSE TISSUE DEVELOPMENT%GOBP%GO:0060612	2
AEROBIC RESPIRATION%GOBP%GO:0009060	2
AFLATOXIN ACTIVATION AND DETOXIFICATION%REACTOME%R-HSA-5423646.2	2
AGGRESSIVE BEHAVIOR%GOBP%GO:0002118	2
ALPHA-AMINO ACID CATABOLIC PROCESS%GOBP%GO:1901606	2
AMYLOID-BETA CLEARANCE%GOBP%GO:0097242	2
ANATOMICAL STRUCTURE ARRANGEMENT%GOBP%GO:0048532	2
ANIMAL ORGAN MATURATION%GOBP%GO:0048799	2
ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098656	2
ANION:CATION SYMPORTER ACTIVITY%GOMF%GO:0015296	2
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	2
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002483	2
ANTIPORTER ACTIVITY%GOMF%GO:0015297	2
APICAL JUNCTION COMPLEX%GOCC%GO:0043296	2
APICOLATERAL PLASMA MEMBRANE%GOCC%GO:0016327	2
AROMATIC AMINO ACID FAMILY METABOLIC PROCESS%GOBP%GO:0009072	2
ASPARTATE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009066	2
ATPASE ACTIVITY, COUPLED TO TRANSMEMBRANE MOVEMENT OF IONS, PHOSPHORYLATIVE MECHANISM%GOMF%GO:0015662	2
ATRIAL CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0003228	2
ATRIAL CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055009	2
ATRIAL SEPTUM MORPHOGENESIS%GOBP%GO:0060413	2
ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608	2
ATTENUATION PHASE%REACTOME DATABASE ID RELEASE 63%3371568	2
AUDITORY RECEPTOR CELL DEVELOPMENT%GOBP%GO:0060117	2
AUTOPHAGY%GOBP%GO:0006914	2
AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009	2
B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002312	2
B CELL PROLIFERATION%GOBP%GO:0042100	2
BASAL PLASMA MEMBRANE%GOCC%GO:0009925	2
BASIGIN INTERACTIONS%REACTOME DATABASE ID RELEASE 63%210991	2
BEHAVIORAL FEAR RESPONSE%GOBP%GO:0001662	2
BEHAVIORAL RESPONSE TO PAIN%GOBP%GO:0048266	2
BETA-CATENIN BINDING%GOMF%GO:0008013	2
BHLH TRANSCRIPTION FACTOR BINDING%GOMF%GO:0043425	2
BICELLULAR TIGHT JUNCTION%GOCC%GO:0005923	2
BILE ACID TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015125	2
BIOCARTA_ASBCELL_PATHWAY%MSIGDB_C2%BIOCARTA_ASBCELL_PATHWAY	2
BIOCARTA_BLYMPHOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_BLYMPHOCYTE_PATHWAY	2
BIOCARTA_CBL_PATHWAY%MSIGDB_C2%BIOCARTA_CBL_PATHWAY	2
BIOCARTA_DREAM_PATHWAY%MSIGDB_C2%BIOCARTA_DREAM_PATHWAY	2
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	2
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	2
BIOCARTA_ETS_PATHWAY%MSIGDB_C2%BIOCARTA_ETS_PATHWAY	2
BIOCARTA_FEEDER_PATHWAY%MSIGDB_C2%BIOCARTA_FEEDER_PATHWAY	2
BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY	2
BIOCARTA_IL1R_PATHWAY%MSIGDB_C2%BIOCARTA_IL1R_PATHWAY	2
BIOCARTA_LAIR_PATHWAY%MSIGDB_C2%BIOCARTA_LAIR_PATHWAY	2
BIOCARTA_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_MAPK_PATHWAY	2
BIOCARTA_MONOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_MONOCYTE_PATHWAY	2
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	2
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	2
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	2
BIOCARTA_RANKL_PATHWAY%MSIGDB_C2%BIOCARTA_RANKL_PATHWAY	2
BIOCARTA_SET_PATHWAY%MSIGDB_C2%BIOCARTA_SET_PATHWAY	2
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	2
BIOCARTA_TID_PATHWAY%MSIGDB_C2%BIOCARTA_TID_PATHWAY	2
BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY	2
BIOCARTA_TPO_PATHWAY%MSIGDB_C2%BIOCARTA_TPO_PATHWAY	2
BLASTOCYST DEVELOPMENT%GOBP%GO:0001824	2
BMP BINDING%GOMF%GO:0036122	2
BONE MATURATION%GOBP%GO:0070977	2
BRANCHING INVOLVED IN MAMMARY GLAND DUCT MORPHOGENESIS%GOBP%GO:0060444	2
BUD ELONGATION INVOLVED IN LUNG BRANCHING%GOBP%GO:0060449	2
BUNDLE OF HIS CELL TO PURKINJE MYOCYTE COMMUNICATION%GOBP%GO:0086069	2
C-MYC PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYC PATHWAY	2
CA2+ PATHWAY%REACTOME%R-HSA-4086398.3	2
CALCIUM-DEPENDENT PROTEIN BINDING%GOMF%GO:0048306	2
CALCIUM CHANNEL COMPLEX%GOCC%GO:0034704	2
CALCIUM ION REGULATED EXOCYTOSIS%GOBP%GO:0017156	2
CAMP BINDING%GOMF%GO:0030552	2
CAMP METABOLIC PROCESS%GOBP%GO:0046058	2
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	2
CARBOHYDRATE TRANSPORT%GOBP%GO:0008643	2
CARBOXYPEPTIDASE ACTIVITY%GOMF%GO:0004180	2
CARDIAC CONDUCTION%GOBP%GO:0061337	2
CARDIAC LEFT VENTRICLE MORPHOGENESIS%GOBP%GO:0003214	2
CARDIAC VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0060947	2
CARTILAGE MORPHOGENESIS%GOBP%GO:0060536	2
CATECHOL-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0009713	2
CATECHOLAMINE BIOSYNTHETIC PROCESS%GOBP%GO:0042423	2
CCR5 CHEMOKINE RECEPTOR BINDING%GOMF%GO:0031730	2
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	2
CD40%IOB%CD40	2
CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0036037	2
CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043374	2
CELL-CELL ADHERENS JUNCTION%GOCC%GO:0005913	2
CELL-CELL RECOGNITION%GOBP%GO:0009988	2
CELL DIFFERENTIATION IN SPINAL CORD%GOBP%GO:0021515	2
CELL DIVISION%REACTOME DATABASE ID RELEASE 63%68884	2
CELLULAR CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0034637	2
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	2
CELLULAR DETOXIFICATION%GOBP%GO:1990748	2
CELLULAR POTASSIUM ION TRANSPORT%GOBP%GO:0071804	2
CELLULAR RESPONSE TO AMINO ACID STARVATION%GOBP%GO:0034198	2
CELLULAR RESPONSE TO CAMP%GOBP%GO:0071320	2
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS%GOBP%GO:0071364	2
CELLULAR RESPONSE TO EXOGENOUS DSRNA%GOBP%GO:0071360	2
CELLULAR RESPONSE TO LEPTIN STIMULUS%GOBP%GO:0044320	2
CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967	2
CELLULAR RESPONSE TO UV%GOBP%GO:0034644	2
CELLULAR TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0046916	2
CENTROSOME CYCLE%GOBP%GO:0007098	2
CERAMIDE CATABOLIC PROCESS%GOBP%GO:0046514	2
CERAMIDE METABOLIC PROCESS%GOBP%GO:0006672	2
CEREBELLAR CORTEX FORMATION%GOBP%GO:0021697	2
CEREBRAL CORTEX GABAERGIC INTERNEURON DEVELOPMENT%GOBP%GO:0021894	2
CGMP BIOSYNTHETIC PROCESS%GOBP%GO:0006182	2
CGMP METABOLIC PROCESS%GOBP%GO:0046068	2
CHAPERONIN-MEDIATED PROTEIN FOLDING%REACTOME DATABASE ID RELEASE 63%390466	2
CHEMICAL SYNAPTIC TRANSMISSION, POSTSYNAPTIC%GOBP%GO:0099565	2
CHEMOATTRACTANT ACTIVITY%GOMF%GO:0042056	2
CHL1 INTERACTIONS%REACTOME DATABASE ID RELEASE 63%447041	2
CHLORIDE CHANNEL ACTIVITY%GOMF%GO:0005254	2
CHLORIDE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015108	2
CHOLESTEROL BINDING%GOMF%GO:0015485	2
CHOLESTEROL BIOSYNTHESIS%PANTHER PATHWAY%P00014	2
CHONDROITIN SULFATE METABOLIC PROCESS%GOBP%GO:0030204	2
CHREBP ACTIVATES METABOLIC GENE EXPRESSION%REACTOME DATABASE ID RELEASE 63%163765	2
CHROMATIN REMODELING%GOBP%GO:0006338	2
CHROMOCENTER%GOCC%GO:0010369	2
CHROMOSOME ORGANIZATION INVOLVED IN MEIOTIC CELL CYCLE%GOBP%GO:0070192	2
CILIARY BASAL BODY%GOCC%GO:0036064	2
CILIUM-DEPENDENT CELL MOTILITY%GOBP%GO:0060285	2
CILIUM ASSEMBLY%REACTOME%R-HSA-5617833.3	2
CILIUM OR FLAGELLUM-DEPENDENT CELL MOTILITY%GOBP%GO:0001539	2
CITRATE METABOLIC PROCESS%GOBP%GO:0006101	2
CLATHRIN DERIVED VESICLE BUDDING%REACTOME%R-HSA-421837.1	2
COFACTOR CATABOLIC PROCESS%GOBP%GO:0051187	2
COMPETING ENDOGENOUS RNAS (CERNAS) REGULATE PTEN TRANSLATION%REACTOME%R-HSA-8948700.1	2
CONDENSIN COMPLEX%GOCC%GO:0000796	2
CONVERGENT EXTENSION%GOBP%GO:0060026	2
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%R-HSA-389958.2	2
CORTICAL ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030866	2
CORTICAL ACTIN CYTOSKELETON%GOCC%GO:0030864	2
CRANIAL NERVE MORPHOGENESIS%GOBP%GO:0021602	2
CRANIOFACIAL SUTURE MORPHOGENESIS%GOBP%GO:0097094	2
CRMPS IN SEMA3A SIGNALING%REACTOME DATABASE ID RELEASE 63%399956	2
CROSS-PRESENTATION OF PARTICULATE EXOGENOUS ANTIGENS (PHAGOSOMES)%REACTOME%R-HSA-1236973.1	2
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME DATABASE ID RELEASE 63%1236978	2
CS DS DEGRADATION%REACTOME%R-HSA-2024101.1	2
CYCLIN D ASSOCIATED EVENTS IN G1%REACTOME DATABASE ID RELEASE 63%69231	2
CYSTEINE-TYPE ENDOPEPTIDASE INHIBITOR ACTIVITY%GOMF%GO:0004869	2
CYTOCHROME-C OXIDASE ACTIVITY%GOMF%GO:0004129	2
CYTOKINE METABOLIC PROCESS%GOBP%GO:0042107	2
CYTOKINE SECRETION%GOBP%GO:0050663	2
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753	2
CYTOSOLIC TRNA AMINOACYLATION%REACTOME%R-HSA-379716.1	2
DE NOVO PYRIMIDINE DEOXYRIBONUCLEOTIDE BIOSYNTHESIS%PANTHER PATHWAY%P02739	2
DENDRITIC SPINE MORPHOGENESIS%GOBP%GO:0060997	2
DEOXYRIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009263	2
DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009262	2
DETECTION OF BIOTIC STIMULUS%GOBP%GO:0009595	2
DETECTION OF EXTERNAL BIOTIC STIMULUS%GOBP%GO:0098581	2
DETOXIFICATION OF REACTIVE OXYGEN SPECIES%REACTOME%R-HSA-3299685.5	2
DISRUPTION OF CELLS OF OTHER ORGANISM%GOBP%GO:0044364	2
DISSOLUTION OF FIBRIN CLOT%REACTOME%R-HSA-75205.2	2
DITERPENOID CATABOLIC PROCESS%GOBP%GO:0016103	2
DIVALENT INORGANIC CATION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0072509	2
DNA-DEPENDENT ATPASE ACTIVITY%GOMF%GO:0008094	2
DNA DAMAGE CHECKPOINT%GOBP%GO:0000077	2
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN TRANSCRIPTION OF P21 CLASS MEDIATOR%GOBP%GO:0006978	2
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0030330	2
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION RESULTING IN TRANSCRIPTION%GOBP%GO:0042772	2
DOPAMINE BINDING%GOMF%GO:0035240	2
DOPAMINE RECEPTOR BINDING%GOMF%GO:0050780	2
DORSAL/VENTRAL NEURAL TUBE PATTERNING%GOBP%GO:0021904	2
DOWNREGULATION OF ERBB2 SIGNALING%REACTOME%R-HSA-8863795.2	2
DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME%R-HSA-2173788.1	2
DYNEIN COMPLEX BINDING%GOMF%GO:0070840	2
E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION	2
EARLY PHAGOSOME%GOCC%GO:0032009	2
EMBRYONIC EYE MORPHOGENESIS%GOBP%GO:0048048	2
EMBRYONIC PLACENTA MORPHOGENESIS%GOBP%GO:0060669	2
ENDOCRINE PROCESS%GOBP%GO:0050886	2
ENDODERMAL CELL FATE COMMITMENT%GOBP%GO:0001711	2
ENDOPEPTIDASE COMPLEX%GOCC%GO:1905369	2
ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT%GOCC%GO:0005793	2
ENDOPLASMIC RETICULUM LUMEN%GOCC%GO:0005788	2
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:0030968	2
ENDOSOMAL TRANSPORT%GOBP%GO:0016197	2
ENDOTHELIAL CELL CHEMOTAXIS%GOBP%GO:0035767	2
ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS	2
EPHB-MEDIATED FORWARD SIGNALING%REACTOME%R-HSA-3928662.2	2
EPIDERMIS MORPHOGENESIS%GOBP%GO:0048730	2
EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0035850	2
EPITHELIAL CELL MORPHOGENESIS%GOBP%GO:0003382	2
ERYTHROCYTE MATURATION%GOBP%GO:0043249	2
ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:0061028	2
ESTABLISHMENT OF MITOTIC SPINDLE LOCALIZATION%GOBP%GO:0040001	2
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	2
ESTABLISHMENT OF SPINDLE LOCALIZATION%GOBP%GO:0051293	2
ESTABLISHMENT OF SPINDLE ORIENTATION%GOBP%GO:0051294	2
ESTROGEN 16-ALPHA-HYDROXYLASE ACTIVITY%GOMF%GO:0101020	2
EUMELANIN BIOSYNTHESIS%HUMANCYC%PWY-6498	2
EXCITATORY SYNAPSE ASSEMBLY%GOBP%GO:1904861	2
EXCRETION%GOBP%GO:0007588	2
EXOCYTIC PROCESS%GOBP%GO:0140029	2
EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:0085029	2
EXTRACELLULAR NEGATIVE REGULATION OF SIGNAL TRANSDUCTION%GOBP%GO:1900116	2
EXTRACELLULAR REGULATION OF SIGNAL TRANSDUCTION%GOBP%GO:1900115	2
FACE DEVELOPMENT%GOBP%GO:0060324	2
FAT-SOLUBLE VITAMIN CATABOLIC PROCESS%GOBP%GO:0042363	2
FATTY ACID BETA-OXIDATION%GOBP%GO:0006635	2
FATTY ACID BINDING%GOMF%GO:0005504	2
FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062	2
FATTY ACID SYNTHASE ACTIVITY%GOMF%GO:0004312	2
FATZ BINDING%GOMF%GO:0051373	2
FCGR ACTIVATION%REACTOME DATABASE ID RELEASE 63%2029481	2
FEMALE GENITALIA DEVELOPMENT%GOBP%GO:0030540	2
FERTILIZATION%GOBP%GO:0009566	2
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008543	2
FILOPODIUM MEMBRANE%GOCC%GO:0031527	2
FOREBRAIN NEURON FATE COMMITMENT%GOBP%GO:0021877	2
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME DATABASE ID RELEASE 63%389960	2
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	2
G-PROTEIN ALPHA-SUBUNIT BINDING%GOMF%GO:0001965	2
G1 PHASE%REACTOME DATABASE ID RELEASE 63%69236	2
G1 S-SPECIFIC TRANSCRIPTION%REACTOME DATABASE ID RELEASE 63%69205	2
GABA-B_RECEPTOR_II_SIGNALING%PANTHER PATHWAY%P05731	2
GANGLIOSIDE CATABOLIC PROCESS%GOBP%GO:0006689	2
GANGLIOSIDE METABOLIC PROCESS%GOBP%GO:0001573	2
GAP JUNCTION TRAFFICKING%REACTOME DATABASE ID RELEASE 63%190828	2
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	2
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	2
GLYCOLIPID CATABOLIC PROCESS%GOBP%GO:0019377	2
GLYCOLYSIS I%HUMANCYC%GLYCOLYSIS	2
GLYCOLYSIS%PANTHER PATHWAY%P00024	2
GLYCOSPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0046479	2
GLYCOSPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006687	2
GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOMF%GO:0005085	2
HAIR CELL DIFFERENTIATION%GOBP%GO:0035315	2
HDL REMODELING%REACTOME DATABASE ID RELEASE 63%8964058	2
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3	2
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	2
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	2
HEME-COPPER TERMINAL OXIDASE ACTIVITY%GOMF%GO:0015002	2
HEME BIOSYNTHESIS II%HUMANCYC%PWY-5920	2
HEME BIOSYNTHESIS%PANTHER PATHWAY%P02746	2
HEME BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 63%189451	2
HEME BIOSYNTHETIC PROCESS%GOBP%GO:0006783	2
HEME METABOLIC PROCESS%GOBP%GO:0042168	2
HIGH VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOMF%GO:0008331	2
HISTONE-LYSINE N-METHYLTRANSFERASE ACTIVITY%GOMF%GO:0018024	2
HISTONE H3-K27 TRIMETHYLATION%GOBP%GO:0098532	2
HMG BOX DOMAIN BINDING%GOMF%GO:0071837	2
HORMONE BIOSYNTHETIC PROCESS%GOBP%GO:0042446	2
HORMONE TRANSPORT%GOBP%GO:0009914	2
HYALURONIC ACID BINDING%GOMF%GO:0005540	2
HYDROGEN ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015078	2
HYPOTHALAMUS CELL DIFFERENTIATION%GOBP%GO:0021979	2
ID%NETPATH%ID	2
IFN-ALPHA%IOB%IFN-ALPHA	2
IL-7%NETPATH%IL-7	2
IL1%NETPATH%IL1	2
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	2
INACTIVATION, RECOVERY AND REGULATION OF THE PHOTOTRANSDUCTION CASCADE%REACTOME%R-HSA-2514859.2	2
INCLUSION BODY%GOCC%GO:0016234	2
INORGANIC ANION EXCHANGER ACTIVITY%GOMF%GO:0005452	2
INORGANIC ANION TRANSPORT%GOBP%GO:0015698	2
INSEMINATION%GOBP%GO:0007320	2
INSULIN IGF PATHWAY-MITOGEN ACTIVATED PROTEIN KINASE KINASE MAP KINASE CASCADE%PANTHER PATHWAY%P00032	2
INTEGRAL COMPONENT OF ORGANELLE MEMBRANE%GOCC%GO:0031301	2
INTERCELLULAR BRIDGE%GOCC%GO:0045171	2
INTERFERON-GAMMA SIGNALING PATHWAY%PANTHER PATHWAY%P00035	2
INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032611	2
INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032612	2
INTERLEUKIN-1 RECEPTOR BINDING%GOMF%GO:0005149	2
INTERLEUKIN-12 SIGNALING%REACTOME DATABASE ID RELEASE 63%9020591	2
INTERLEUKIN-2 SIGNALING%REACTOME DATABASE ID RELEASE 63%9020558	2
INTERLEUKIN-7 SIGNALING%REACTOME DATABASE ID RELEASE 63%1266695	2
INTERMEDIATE-DENSITY LIPOPROTEIN PARTICLE%GOCC%GO:0034363	2
INTESTINAL EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0060575	2
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0070059	2
INTRINSIC PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 63%140837	2
IONOTROPIC GLUTAMATE RECEPTOR ACTIVITY%GOMF%GO:0004970	2
IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037	2
IRON UPTAKE AND TRANSPORT%REACTOME DATABASE ID RELEASE 63%917937	2
ISG15-PROTEIN CONJUGATION%GOBP%GO:0032020	2
ISOPRENOID CATABOLIC PROCESS%GOBP%GO:0008300	2
KILLING OF CELLS OF OTHER ORGANISM%GOBP%GO:0031640	2
KINASE INHIBITOR ACTIVITY%GOMF%GO:0019210	2
LABYRINTHINE LAYER BLOOD VESSEL DEVELOPMENT%GOBP%GO:0060716	2
LABYRINTHINE LAYER DEVELOPMENT%GOBP%GO:0060711	2
LABYRINTHINE LAYER MORPHOGENESIS%GOBP%GO:0060713	2
LACTATION%GOBP%GO:0007595	2
LENS DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0002088	2
LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:0061756	2
LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909	2
LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:0050901	2
LIPOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0042158	2
LIPOPROTEIN PARTICLE RECEPTOR ACTIVITY%GOMF%GO:0030228	2
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	2
LONG-TERM MEMORY%GOBP%GO:0007616	2
LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:0060291	2
LOW-DENSITY LIPOPROTEIN PARTICLE BINDING%GOMF%GO:0030169	2
LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BINDING%GOMF%GO:0050750	2
LOW-DENSITY LIPOPROTEIN RECEPTOR ACTIVITY%GOMF%GO:0005041	2
LYMPH NODE DEVELOPMENT%GOBP%GO:0048535	2
LYMPH VESSEL DEVELOPMENT%GOBP%GO:0001945	2
MACROPHAGE MIGRATION%GOBP%GO:1905517	2
MAINTENANCE OF PROTEIN LOCATION IN CELL%GOBP%GO:0032507	2
MAINTENANCE OF PROTEIN LOCATION IN EXTRACELLULAR REGION%GOBP%GO:0071694	2
MALE GENITALIA DEVELOPMENT%GOBP%GO:0030539	2
MAMMARY GLAND FORMATION%GOBP%GO:0060592	2
MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462	2
MELANOSOME ORGANIZATION%GOBP%GO:0032438	2
MEMBRANE ATTACK COMPLEX%GOCC%GO:0005579	2
MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS%GOBP%GO:0006509	2
MEMBRANE PROTEIN PROTEOLYSIS%GOBP%GO:0033619	2
MESODERMAL CELL DIFFERENTIATION%GOBP%GO:0048333	2
MESODERMAL CELL FATE COMMITMENT%GOBP%GO:0001710	2
MET ACTIVATES PTK2 SIGNALING%REACTOME%R-HSA-8874081.1	2
MET PROMOTES CELL MOTILITY%REACTOME DATABASE ID RELEASE 63%8875878	2
METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.2	2
METALLOEXOPEPTIDASE ACTIVITY%GOMF%GO:0008235	2
METALLOPROTEASE DUBS%REACTOME DATABASE ID RELEASE 63%5689901	2
METANEPHRIC NEPHRON MORPHOGENESIS%GOBP%GO:0072273	2
METHYL-CPG BINDING%GOMF%GO:0008327	2
MHC CLASS II PROTEIN COMPLEX BINDING%GOMF%GO:0023026	2
MICRO-RIBONUCLEOPROTEIN COMPLEX%GOCC%GO:0035068	2
MICROFIBRIL%GOCC%GO:0001527	2
MICROTUBULE PLUS-END%GOCC%GO:0035371	2
MIDBRAIN DEVELOPMENT%GOBP%GO:0030901	2
MITOCHONDRIAL PROTON-TRANSPORTING ATP SYNTHASE COMPLEX%GOCC%GO:0005753	2
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY%GOBP%GO:0033108	2
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX IV%GOCC%GO:0005751	2
